country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","15-03-2026 11:00:00",26.428282,80.327067,SO2,NA,NA,NA
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","15-03-2026 11:00:00",25.262326,82.995408,OZONE,1,14,5
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","15-03-2026 11:00:00",25.32393,82.99687,PM2.5,25,150,63
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","15-03-2026 11:00:00",26.509954,80.249612,PM2.5,21,137,61
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","15-03-2026 11:00:00",26.509954,80.249612,OZONE,15,17,16
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","15-03-2026 11:00:00",26.4703136,80.3229863,CO,38,73,62
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","15-03-2026 11:00:00",30.269444,78.044167,NO2,1,4,2
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","15-03-2026 11:00:00",28.2348927,77.8683002,NO2,7,7,7
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","15-03-2026 11:00:00",26.766433,80.927299,PM2.5,8,66,34
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","15-03-2026 11:00:00",29.2124114,78.9611753,SO2,NA,NA,NA
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","15-03-2026 11:00:00",30.075911,78.2859547,PM2.5,2,2,2
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","15-03-2026 11:00:00",26.766433,80.927299,CO,8,21,19
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","15-03-2026 11:00:00",26.868120,81.005119,PM2.5,54,359,94
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","15-03-2026 11:00:00",30.075911,78.2859547,OZONE,85,85,85
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","15-03-2026 11:00:00",26.906111,80.948222,NO2,39,42,41
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","15-03-2026 11:00:00",23.685297,86.945968,NH3,2,9,5
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","15-03-2026 11:00:00",28.725645,77.749675,CO,28,84,46
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","15-03-2026 11:00:00",28.725645,77.749675,OZONE,6,73,31
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","15-03-2026 11:00:00",17.5316895,78.218939,NO2,6,7,7
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","15-03-2026 11:00:00",17.5316895,78.218939,CO,2,73,38
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","15-03-2026 11:00:00",26.428282,80.327067,PM2.5,30,92,64
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","15-03-2026 11:00:00",17.393559,78.339194,PM2.5,57,74,63
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","15-03-2026 11:00:00",17.393559,78.339194,NH3,2,3,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","15-03-2026 11:00:00",26.428282,80.327067,OZONE,8,12,11
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","15-03-2026 11:00:00",26.509954,80.249612,PM2.5,21,137,61
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","15-03-2026 11:00:00",26.509954,80.249612,NH3,5,5,5
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","15-03-2026 11:00:00",26.509954,80.249612,SO2,8,32,13
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","15-03-2026 11:00:00",17.544899,78.486949,OZONE,17,39,18
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","15-03-2026 11:00:00",26.4703136,80.3229863,SO2,9,17,14
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","15-03-2026 11:00:00",28.2348927,77.8683002,PM10,43,199,122
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","15-03-2026 11:00:00",28.2348927,77.8683002,NO2,7,7,7
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","15-03-2026 11:00:00",28.88528,78.73880,NO2,15,16,16
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","15-03-2026 11:00:00",28.964949,77.278761,SO2,11,50,29
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","15-03-2026 11:00:00",28.964949,77.278761,OZONE,3,54,20
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","15-03-2026 11:00:00",28.359581,79.414455,PM2.5,1,37,14
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","15-03-2026 11:00:00",28.359581,79.414455,NO2,2,3,2
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","15-03-2026 11:00:00",28.38910936,79.42963708,NH3,1,1,1
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","15-03-2026 11:00:00",28.406963,77.849831,PM10,66,279,144
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","15-03-2026 11:00:00",28.802625,78.753728,PM10,52,137,86
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","15-03-2026 11:00:00",28.802625,78.753728,NO2,29,29,29
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","15-03-2026 11:00:00",28.406963,77.849831,NH3,NA,NA,NA
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","15-03-2026 11:00:00",29.4723508,77.7194031,PM10,35,190,120
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","15-03-2026 11:00:00",27.1594,78.3953,PM2.5,57,201,92
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","15-03-2026 11:00:00",27.1594,78.3953,PM10,83,175,117
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","15-03-2026 11:00:00",29.4723508,77.7194031,OZONE,22,118,46
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","15-03-2026 11:00:00",28.5447608,77.3231257,NO2,20,114,58
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.646233,77.358075,PM2.5,24,367,185
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.757294,77.278792,PM10,136,459,276
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.685382,77.453839,NO2,37,101,65
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","15-03-2026 11:00:00",28.569230,77.393848,NO2,53,186,118
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.685382,77.453839,NH3,4,8,6
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.685382,77.453839,OZONE,7,26,11
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","15-03-2026 11:00:00",25.425602,81.917152,PM10,60,161,104
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.6603346,77.3572563,NH3,7,14,11
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","15-03-2026 11:00:00",25.425602,81.917152,SO2,22,29,28
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.6603346,77.3572563,CO,2,121,26
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","15-03-2026 11:00:00",25.425602,81.917152,CO,10,101,40
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","15-03-2026 11:00:00",26.730136,83.433859,NO2,11,12,12
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","15-03-2026 11:00:00",28.406963,77.849831,CO,6,86,22
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","15-03-2026 11:00:00",13.1036,80.2909,SO2,5,7,6
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","15-03-2026 11:00:00",13.1036,80.2909,OZONE,16,18,17
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.646233,77.358075,PM2.5,24,367,185
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","15-03-2026 11:00:00",13.0052189,80.2398125,NO2,12,14,13
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","15-03-2026 11:00:00",28.646233,77.358075,CO,19,120,31
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","15-03-2026 11:00:00",11.0328,77.0349,NH3,1,1,1
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","15-03-2026 11:00:00",11.0328,77.0349,SO2,2,8,4
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","15-03-2026 11:00:00",11.0328,77.0349,OZONE,4,6,5
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","15-03-2026 11:00:00",29.4723508,77.7194031,OZONE,22,118,46
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","15-03-2026 11:00:00",22.58157048,88.41002457,NO2,11,14,13
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","15-03-2026 11:00:00",28.5447608,77.3231257,NH3,1,11,5
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","15-03-2026 11:00:00",28.5447608,77.3231257,CO,2,102,23
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","15-03-2026 11:00:00",28.6245479,77.3577104,PM10,23,374,156
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","15-03-2026 11:00:00",28.5898,77.3101,NO2,43,100,71
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","15-03-2026 11:00:00",22.49929,88.36917,CO,28,40,34
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","15-03-2026 11:00:00",28.569230,77.393848,PM2.5,30,342,184
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","15-03-2026 11:00:00",22.627847,88.380669,SO2,3,8,6
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","15-03-2026 11:00:00",28.569230,77.393848,SO2,8,19,12
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","15-03-2026 11:00:00",22.627847,88.380669,OZONE,31,62,36
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","15-03-2026 11:00:00",25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","15-03-2026 11:00:00",25.425602,81.917152,CO,10,101,40
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","15-03-2026 11:00:00",22.5448082,88.3403691,SO2,13,38,21
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","15-03-2026 11:00:00",22.5448082,88.3403691,CO,18,28,25
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","15-03-2026 11:00:00",25.494,81.863,SO2,72,109,91
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","15-03-2026 11:00:00",28.83526,78.74460,CO,32,44,38
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","15-03-2026 11:00:00",28.840739,78.697531,CO,14,80,43
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","15-03-2026 11:00:00",22.554954,88.292568,PM10,40,64,52
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","15-03-2026 11:00:00",28.88528,78.73880,PM10,76,177,123
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","15-03-2026 11:00:00",28.88528,78.73880,CO,20,36,32
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","15-03-2026 11:00:00",22.6025571,88.3105664,NO2,7,32,16
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","15-03-2026 11:00:00",22.6025571,88.3105664,CO,14,30,16
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","15-03-2026 11:00:00",28.856664,78.772638,SO2,30,46,34
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","15-03-2026 11:00:00",22.611968,88.347422,SO2,7,13,9
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","15-03-2026 11:00:00",22.611968,88.347422,CO,12,31,20
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","15-03-2026 11:00:00",28.849399,78.742362,CO,21,42,32
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","15-03-2026 11:00:00",22.5687319,88.2797276,CO,18,66,51
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","15-03-2026 11:00:00",28.802625,78.753728,NH3,5,5,5
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","15-03-2026 11:00:00",28.802625,78.753728,OZONE,27,45,29
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","15-03-2026 11:00:00",22.5367507,88.3638022,PM10,37,73,56
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","15-03-2026 11:00:00",22.5367507,88.3638022,NH3,8,9,8
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","15-03-2026 11:00:00",26.90723,80.98579,PM10,46,232,88
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","15-03-2026 11:00:00",23.6979360,86.9443950,SO2,25,26,26
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","15-03-2026 11:00:00",23.6181830,87.1057180,PM2.5,7,60,32
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","15-03-2026 11:00:00",26.8458805,80.9365541,PM2.5,120,236,183
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","15-03-2026 11:00:00",26.83399722,80.8917361,NO2,44,48,46
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","15-03-2026 11:00:00",26.83399722,80.8917361,SO2,1,11,5
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","15-03-2026 11:00:00",22.7605581,88.3617589,CO,18,32,18
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","15-03-2026 11:00:00",23.567923,87.306843,PM2.5,8,86,47
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","15-03-2026 11:00:00",23.567923,87.306843,NH3,2,6,3
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","15-03-2026 11:00:00",23.6181830,87.1057180,PM10,44,84,61
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","15-03-2026 11:00:00",23.6181830,87.1057180,CO,9,37,19
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","15-03-2026 11:00:00",23.616515,87.119133,PM2.5,24,72,39
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","15-03-2026 11:00:00",23.616515,87.119133,PM10,34,70,49
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","15-03-2026 11:00:00",23.616515,87.119133,NH3,3,6,4
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","15-03-2026 11:00:00",22.7605581,88.3617589,NH3,5,6,6
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","15-03-2026 11:00:00",22.7605581,88.3617589,SO2,11,14,12
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","15-03-2026 11:00:00",22.7605581,88.3617589,CO,18,32,18
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","15-03-2026 11:00:00",22.7605581,88.3617589,OZONE,7,35,10
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","15-03-2026 11:00:00",23.567923,87.306843,PM2.5,8,86,47
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","15-03-2026 11:00:00",23.567923,87.306843,SO2,5,61,16
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","15-03-2026 11:00:00",25.494,81.863,OZONE,4,29,9
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","15-03-2026 11:00:00","25.44919916 ","81.82735986 ",PM2.5,24,80,47
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","15-03-2026 11:00:00","25.44919916 ","81.82735986 ",NO2,5,5,5
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","15-03-2026 11:00:00",26.207781,81.245571,PM10,77,170,109
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","15-03-2026 11:00:00",25.3505986,82.9083074,CO,6,23,13
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","15-03-2026 11:00:00",25.262326,82.995408,PM2.5,1,123,42
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","15-03-2026 11:00:00",25.262326,82.995408,CO,5,30,14
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","15-03-2026 11:00:00",25.32393,82.99687,OZONE,3,10,3
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","15-03-2026 11:00:00",27.5714090,77.6557570,SO2,14,15,15
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","15-03-2026 11:00:00",27.5714090,77.6557570,CO,16,81,46
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","15-03-2026 11:00:00",30.269444,78.044167,SO2,1,4,2
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","15-03-2026 11:00:00",29.2124114,78.9611753,PM2.5,NA,NA,NA
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","15-03-2026 11:00:00",30.075911,78.2859547,NO2,23,23,23
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","15-03-2026 11:00:00",30.075911,78.2859547,SO2,1,1,1
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","15-03-2026 11:00:00",23.685297,86.945968,PM10,40,87,64
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","15-03-2026 11:00:00",23.5087640,87.3544400,NH3,7,10,8
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","15-03-2026 11:00:00",28.9535882,77.7622941,NH3,6,10,7
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","15-03-2026 11:00:00",29.063510,77.709723,PM2.5,10,254,122
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","15-03-2026 11:00:00",29.063510,77.709723,PM10,26,373,142
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","15-03-2026 11:00:00",29.063510,77.709723,CO,36,97,46
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","15-03-2026 11:00:00",28.83526,78.74460,PM2.5,21,106,53
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","15-03-2026 11:00:00",22.554954,88.292568,PM2.5,18,37,27
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","15-03-2026 11:00:00",22.611968,88.347422,PM2.5,32,84,57
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","15-03-2026 11:00:00",22.5687319,88.2797276,NO2,21,53,37
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","15-03-2026 11:00:00",22.5687319,88.2797276,SO2,21,107,78
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","15-03-2026 11:00:00",22.58157048,88.41002457,PM10,47,96,66
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","15-03-2026 11:00:00",22.58157048,88.41002457,NH3,6,7,6
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","15-03-2026 11:00:00",22.58157048,88.41002457,OZONE,24,45,28
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","15-03-2026 11:00:00",22.556640,88.342674,PM2.5,29,59,40
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","15-03-2026 11:00:00",22.556640,88.342674,PM10,30,62,42
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","15-03-2026 11:00:00",22.556640,88.342674,SO2,4,22,9
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","15-03-2026 11:00:00",22.49929,88.36917,NH3,5,7,6
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","15-03-2026 11:00:00",22.627847,88.380669,SO2,3,8,6
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","15-03-2026 11:00:00",22.51106,88.35142,NH3,7,8,7
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","15-03-2026 11:00:00",22.51106,88.35142,OZONE,13,25,14
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","15-03-2026 11:00:00",22.5448082,88.3403691,NH3,8,8,8
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","15-03-2026 11:00:00",22.5448082,88.3403691,OZONE,20,53,26
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","15-03-2026 11:00:00",26.6879226,88.4152495,PM2.5,28,90,55
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","15-03-2026 11:00:00",26.6879226,88.4152495,NO2,37,87,54
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","15-03-2026 11:00:00",26.6879226,88.4152495,CO,16,99,30
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","15-03-2026 11:00:00",26.6879226,88.4152495,OZONE,9,42,31
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","15-03-2026 11:00:00",26.0881305,87.93840336,CO,14,16,15
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","15-03-2026 11:00:00",16.554731,80.649110,NH3,4,6,5
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","15-03-2026 11:00:00",27.308328,84.531742,CO,32,33,32
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","15-03-2026 11:00:00",26.63086,84.90051,PM10,49,273,97
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","15-03-2026 11:00:00",27.103358,93.679645,CO,9,21,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","15-03-2026 11:00:00",26.071318,91.87488,NO2,4,11,8
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","15-03-2026 11:00:00",26.071318,91.87488,CO,32,82,62
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","15-03-2026 11:00:00",26.071318,91.87488,OZONE,12,23,15
India,Assam,Guwahati,"IITG, Guwahati - PCBA","15-03-2026 11:00:00",26.2028636,91.70046436,SO2,31,33,31
India,Assam,Guwahati,"IITG, Guwahati - PCBA","15-03-2026 11:00:00",26.2028636,91.70046436,OZONE,1,11,3
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-03-2026 11:00:00",26.10887,91.589544,NO2,12,25,15
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-03-2026 11:00:00",26.1209,85.3647,PM2.5,85,117,96
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-03-2026 11:00:00",26.10887,91.589544,NH3,5,6,5
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","15-03-2026 11:00:00",26.146529,87.454184,NH3,4,4,4
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","15-03-2026 11:00:00",25.366336,87.117468,SO2,11,21,18
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","15-03-2026 11:00:00",25.5626095,84.663264,NH3,1,2,2
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","15-03-2026 11:00:00",24.75746,84.366208,PM2.5,23,117,42
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","15-03-2026 11:00:00",24.75746,84.366208,NH3,1,2,2
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","15-03-2026 11:00:00",25.892357,86.590325,OZONE,1,22,9
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","15-03-2026 11:00:00",25.42742023,86.13886079,NO2,9,16,13
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","15-03-2026 11:00:00",25.42742023,86.13886079,OZONE,38,79,42
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","15-03-2026 11:00:00",25.859655,85.77944,OZONE,6,9,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-03-2026 11:00:00",24.952822,84.002396,PM10,53,165,102
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-03-2026 11:00:00",24.952822,84.002396,NO2,1,14,4
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-03-2026 11:00:00",24.952822,84.002396,OZONE,12,39,20
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-03-2026 11:00:00",26.2271665,84.3570427,PM2.5,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-03-2026 11:00:00",26.2271665,84.3570427,PM10,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-03-2026 11:00:00",26.2271665,84.3570427,NO2,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","15-03-2026 11:00:00",24.792403,84.992416,OZONE,19,62,24
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","15-03-2026 11:00:00",22.118125,83.140608,NO2,14,48,34
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","15-03-2026 11:00:00",25.697189,85.245900,PM2.5,88,333,206
